OBJECTID_1,OBJECTID,JOIN_COUNT,TARGET_FID,ID,AREA,PERIMETER,PRECINCT_,CONGRESS,LEGIS,COUNCIL,BDED,ELECT,DASH_LABEL,DANDP,DISTRICT,PRECINCT,SHAPE_LENG,OBJECTID_12,FacType,Label,ObjectID_12_13,X,Y,District_P,Building_N,Location,x_lat,y_lat,city_state,street_add,POLL_X,SHAPE_Length,SHAPE_Area,POLL_Y
127,72,1,71,0,15552047.931,15867.6738192,201,8,16,1,3, 4,04-10,04010,04,10,15867.6740976,,MIDDLE SCHOOLS,04-10 Tilden MS,,1277704.75,499540.812641,,Tilden MS,"11211 Old Georgetown Rd, Rockville, MD 20852",-77.121914,39.038258,"Rockville, MD 20852",11211 Old Georgetown Rd,-77.121914,15867.674097577,15552047.9619475,39.038258
128,93,1,92,0,31861158.6961,32930.1517185,181,8,18,1,3, 4,04-08,04008,04,08,32930.1513075,,ELEMENTARY SCHOOLS,04-08 Garrett Park ES,,1284875.680493,497517.305392,,Garrett Park ES,"4810 Oxford St, Garrett Park, MD 20896",-77.096661,39.032726,"Garrett Park, MD 20896",4810 Oxford St,-77.096661,32930.1513074793,31861159.0086467,39.032726
129,96,1,95,0,3580033.38916,8507.82670118,177,8,16,3,2, 4,04-11,04011,04,11,8507.82674735,,ELEMENTARY SCHOOLS,04-11 Ritchie Park ES,,1262803.625076,508625.437441,,Ritchie Park ES,"1514 Dunster Rd, Rockville, MD 20854",-77.174437,39.063135,"Rockville, MD 20854",1514 Dunster Rd,-77.174437,8507.82674737027,3580033.41110466,39.063135
130,102,1,101,0,431960.453485,4129.00127559,171,8,17,3,3, 4,04-37,04037,04,37,4129.00097092,,ELEMENTARY SCHOOLS,04-37 Twinbrook ES,,1278235.999854,510637.468772,,Twinbrook ES,"5911 Ridgway Ave, Rockville, MD 20851",-77.120095,39.068728,"Rockville, MD 20851",5911 Ridgway Ave,-77.120095,4129.00097098461,431960.491238645,39.068728
131,107,1,106,0,85125114.9788,49166.4196086,166,6,15,1,3,10,10-01,10001,10,01,49166.4193618,,PRIVATE,10-01 Potomac Methodist Parish Center,,1253830.950725,495498.150159,,Potomac Methodist Parish Center,"9908 S Glen Rd, Potomac, MD 20854",-77.205933,39.027041,"Potomac, MD 20854",9908 S Glen Rd,-77.205933,49166.4193617402,85125114.98743,39.027041
132,108,1,107,0,237136.565689,2180.01329615,165,8,18,3,2, 4,04-38,04038,04,38,2180.01326302,,ELEMENTARY SCHOOLS,04-38 Twinbrook ES,,1278235.999854,510637.468772,,Twinbrook ES,"5911 Ridgway Ave, Rockville, MD 20851",-77.120095,39.068728,"Rockville, MD 20851",5911 Ridgway Ave,-77.120095,2180.01326302055,237136.689109922,39.068728
133,98,1,97,0,2149654.63696,6723.80587859,174,8,17,1,3, 4,04-33,04033,04,33,6723.80544084,,ELEMENTARY SCHOOLS,04-33 Garrett Park ES,,1284875.680493,497517.305392,,Garrett Park ES,"4810 Oxford St, Garrett Park, MD 20896",-77.096661,39.032726,"Garrett Park, MD 20896",4810 Oxford St,-77.096661,6723.80544086452,2149654.63626051,39.032726
134,99,1,98,0,459005.030935,3678.77417476,175,8,17,4,3, 4,04-40,04040,04,40,3678.77379652,,CENTER,04-40 Rocking Horse Road Center,,1284636.5,504437.65625,,Rocking Horse Road Center,"4910 Macon Rd, Rockville, MD 20852",-77.097529,39.051726,"Rockville, MD 20852",4910 Macon Rd,-77.097529,3678.77379655986,459004.968847125,39.051726
135,100,1,99,0,13846714.0483,23281.332679,173,8,18,4,3, 4,04-15,04015,04,15,23281.3327463,,CENTER,04-15 Rocking Horse Road Center,,1284636.5,504437.65625,,Rocking Horse Road Center,"4910 Macon Rd, Rockville, MD 20852",-77.097529,39.051726,"Rockville, MD 20852",4910 Macon Rd,-77.097529,23281.3327462597,13846714.0001925,39.051726
136,81,1,80,0,33557.7708667,864.32021802,192,0,0,0,0,0,OOC,OOC, , ,864.32023513,,,,,,,,,,,,,,,864.320235096151,33557.7796005688,
137,84,1,83,0,54903584.1659,36006.4353456,189,8,16,1,3, 4,04-18,04018,04,18,36006.4343699,,MIDDLE SCHOOLS,04-18 Tilden MS,,1277704.75,499540.812641,,Tilden MS,"11211 Old Georgetown Rd, Rockville, MD 20852",-77.121914,39.038258,"Rockville, MD 20852",11211 Old Georgetown Rd,-77.121914,36006.4343697687,54903583.7109498,39.038258
138,85,1,84,0,20650609.4288,24347.6439914,188,8,18,4,4, 4,04-26,04026,04,26,24347.6440402,,CENTER,04-26 Rocking Horse Road Center,,1284636.5,504437.65625,,Rocking Horse Road Center,"4910 Macon Rd, Rockville, MD 20852",-77.097529,39.051726,"Rockville, MD 20852",4910 Macon Rd,-77.097529,24347.6440401964,20650609.2234912,39.051726
139,139,1,138,0,16363225.8956,20096.3672026,134,8,17,3,5, 4,04-09,04009,04,09,20096.3661885,,ELEMENTARY SCHOOLS,04-09 Meadow Hall ES,,1279290.750081,516326.593846,,Meadow Hall ES,"951 Twinbrook Pkwy, Rockville, MD 20851",-77.116406,39.084352,"Rockville, MD 20851",951 Twinbrook Pkwy,-77.116406,20096.3661885183,16363225.8365123,39.084352
140,111,1,110,0,45108.8175346,1206.81180644,162,8,17,3,3, 4,04-43,04043,04,43,1206.81182609,,ELEMENTARY SCHOOLS,04-43 Meadow Hall ES,,1279290.750081,516326.593846,,Meadow Hall ES,"951 Twinbrook Pkwy, Rockville, MD 20851",-77.116406,39.084352,"Rockville, MD 20851",951 Twinbrook Pkwy,-77.116406,1206.81182608822,45108.7778785866,39.084352
141,113,1,112,0,11743978.8097,15664.4770045,160,6,15,3,3, 4,04-23,04023,04,23,15664.4767875,,PRIVATE,04-23 Potomac Methodist Parish Center,,1253830.950725,495498.150159,,Potomac Methodist Parish Center,"9908 S Glen Rd, Potomac, MD 20854",-77.205933,39.027041,"Potomac, MD 20854",9908 S Glen Rd,-77.205933,15664.4767874576,11743978.702247,39.027041
142,114,1,113,0,15548100.2057,25400.2787772,159,8,18,3,3, 4,04-27,04027,04,27,25400.2794613,,ELEMENTARY SCHOOLS,04-27 Twinbrook ES,,1278235.999854,510637.468772,,Twinbrook ES,"5911 Ridgway Ave, Rockville, MD 20851",-77.120095,39.068728,"Rockville, MD 20851",5911 Ridgway Ave,-77.120095,25400.279461312,15548100.324078,39.068728
143,115,1,114,0,20424602.0683,19199.8229271,158,8,17,3,2, 4,04-25,04025,04,25,19199.8236157,,ELEMENTARY SCHOOLS,04-25 Ritchie Park ES,,1262803.625076,508625.437441,,Ritchie Park ES,"1514 Dunster Rd, Rockville, MD 20854",-77.174437,39.063135,"Rockville, MD 20854",1514 Dunster Rd,-77.174437,19199.8236158115,20424602.2247526,39.063135
144,116,1,115,0,264481.215892,2366.02416246,157,8,18,3,2, 4,04-38,04038,04,38,2366.02401972,,ELEMENTARY SCHOOLS,04-38 Twinbrook ES,,1278235.999854,510637.468772,,Twinbrook ES,"5911 Ridgway Ave, Rockville, MD 20851",-77.120095,39.068728,"Rockville, MD 20851",5911 Ridgway Ave,-77.120095,2366.02401973207,264481.256292833,39.068728
145,117,1,116,0,14799059.8008,17426.0749707,156,8,19,4,4,13,13-43,13043,13,43,17426.0750356,,ELEMENTARY SCHOOLS,13-43 Wheaton Woods ES,,1286853.55459,510540.221298,,Wheaton Woods ES,"4510 Faroe Pl, Rockville, MD 20853",-77.089743,39.068488,"Rockville, MD 20853",4510 Faroe Pl,-77.089743,17426.0750355951,14799059.7590145,39.068488
146,118,1,117,0,1348666.6591,4878.64524863,155,8,19,3,4,13,13-70,13070,13,70,4878.64529417,,ELEMENTARY SCHOOLS,13-70 Wheaton Woods ES,,1286853.55459,510540.221298,,Wheaton Woods ES,"4510 Faroe Pl, Rockville, MD 20853",-77.089743,39.068488,"Rockville, MD 20853",4510 Faroe Pl,-77.089743,4878.645294172,1348666.64188562,39.068488
147,121,1,120,0,18704103.9061,18564.2903273,152,8,17,3,2, 4,04-07,04007,04,07,18564.2906257,,ELEMENTARY SCHOOLS,04-07 Twinbrook ES,,1278235.999854,510637.468772,,Twinbrook ES,"5911 Ridgway Ave, Rockville, MD 20851",-77.120095,39.068728,"Rockville, MD 20851",5911 Ridgway Ave,-77.120095,18564.2906257364,18704103.8440231,39.068728
148,122,1,121,0,59955.587135,1032.2495998,151,6,17,3,2, 4,04-42,04042,04,42,1032.24970263,,MIDDLE SCHOOLS,04-42 Robert Frost MS,,1259068.874836,513300.437554,,Robert Frost MS,"9201 Scott Dr, Rockville, MD 20850",-77.187624,39.075951,"Rockville, MD 20850",9201 Scott Dr,-77.187624,1032.24970261814,59955.5771131359,39.075951
149,123,1,122,0,104578.435141,1325.83207867,150,6,17,3,2, 4,04-42,04042,04,42,1325.83192521,,MIDDLE SCHOOLS,04-42 Robert Frost MS,,1259068.874836,513300.437554,,Robert Frost MS,"9201 Scott Dr, Rockville, MD 20850",-77.187624,39.075951,"Rockville, MD 20850",9201 Scott Dr,-77.187624,1325.83192519793,104578.439901749,39.075951
150,126,1,125,0,59620.2597397,981.19077711,147,6,17,3,2, 4,04-42,04042,04,42,981.19063786,,MIDDLE SCHOOLS,04-42 Robert Frost MS,,1259068.874836,513300.437554,,Robert Frost MS,"9201 Scott Dr, Rockville, MD 20850",-77.187624,39.075951,"Rockville, MD 20850",9201 Scott Dr,-77.187624,981.190637865861,59620.248246733,39.075951
151,127,1,126,0,64874255.5087,47245.9536245,146,6,15,3,2, 4,04-20,04020,04,20,47245.9540454,,MIDDLE SCHOOLS,04-20 Robert Frost MS,,1259068.874836,513300.437554,,Robert Frost MS,"9201 Scott Dr, Rockville, MD 20850",-77.187624,39.075951,"Rockville, MD 20850",9201 Scott Dr,-77.187624,47245.9540454243,64874255.7340166,39.075951
152,174,1,173,0,15273198.4553,16471.8300351,99,8,17,3,2, 9,09-31,09031,09,31,16471.8301853,87,ELEMENTARY SCHOOLS,09-31 Rosemont ES,105,1259778.62492235,531205.375037327,09-31,Rosemont ES, 16400 Alden Ave Gaithersburg MD 20877,-77.1852514951,39.1251152677,Gaithersburg MD 20877,16400 Alden Ave,-77.1852514951,16471.8301853427,15273198.6200541,39.1251152677
153,175,1,174,0,48170627.1334,43571.3995413,98,8,19,4,5,13,13-61,13061,13,61,43571.399056,139,HIGH SCHOOLS,13-61 James Hubert Blake HS,157,1307366.12497279,526860.312433153,13-61,James Hubert Blake HS, 300 Norwood Rd Silver Spring MD 20905,-77.0175061321,39.1133304559,Silver Spring MD 20905,300 Norwood Rd,-77.0175061321,43571.3990559551,48170627.0142109,39.1133304559
154,177,1,176,0,16845784.4559,19657.4754133,96,6,17,3,2, 9,09-40,09040,09,40,19657.4760154,213,PRIVATE,09-40 Izaak Walton League,216,1250304.37506366,529607.000421077,09-40,Izaak Walton League, 707 Conservation Ln Gaithersburg MD 20878,-77.2186339198229,39.1206692010275,GAITHERSBURG MD 20878,707 CONSERVATION LN,-77.2186339198229,19657.4760154292,16845784.4263386,39.1206692010275
155,179,1,178,0,28279743.829,23152.3037758,94,6,17,3,2, 9,09-35,09035,09,35,23152.3035947,101,MIDDLE SCHOOLS,09-35 Lakelands Park MS,109,1246332.58260442,527692.068546519,09-35,Lakelands Park MS, 1200 Main St Gaithersburg MD 20878,-77.2326160679405,39.115384577809,Gaithersburg MD 20878,1200 Main St,-77.2326160679405,23152.3035946943,28279743.5490453,39.115384577809
156,168,1,167,0,34668877.0932,29624.780132,105,6,15,3,2, 9,09-33,09033,09,33,29624.7804426,88,ELEMENTARY SCHOOLS,09-33 Summit Hall ES,251,1256885.0000982,532000.749888957,09-33,Summit Hall ES, 101 W Deer Park Rd Gaithersburg MD 20877,-77.1954572829999,39.1272824940002,GAITHERSBURG MD 20877,101 W DEER PARK RD,-77.1954572829999,29624.7804426277,34668877.2665329,39.1272824940002
157,169,1,168,0,30799928.8145,35452.1182908,104,8,17,3,2, 4,04-14,04014,04,14,35452.1192958,35,ELEMENTARY SCHOOLS,04-14 College Gardens ES,21,1266138.12500869,523097.499953434,04-14,College Gardens ES, 1700 Yale Pl Rockville MD 20850,-77.1627838115999,39.1028873778001,Rockville MD 20850,1700 Yale Pl,-77.1627838115999,35452.1192957414,30799928.8433341,39.1028873778001
158,170,1,169,0,70825399.7973,39605.6987632,103,3,14,5,5, 5,05-19,05019,05,19,39605.6987384,60,MIDDLE SCHOOLS,05-19 Benjamin Banneker MS,48,1326976.99983223,520583.312472954,05-19,Benjamin Banneker MS, 14800 Perrywood Dr Burtonsville MD 20866,-76.9484032459999,39.0960860509001,Burtonsville MD 20866,14800 Perrywood Dr,-76.9484032459999,39605.6987383725,70825400.2934644,39.0960860509001
159,172,1,171,0,19627677.2837,26883.2705612,101,6,15,2,2, 6,06-13,06013,06,13,26883.2709967,176,PRIVATE,06-13 Quince Orchard Library,199,1240767.78617556,527931.977412909,06-13,Quince Orchard Library, 15831 Quince Orchard Rd Gaithersburg MD 20878,-77.2522311315867,39.1160027017639,GAITHERSBURG MD 20878,15831 QUINCE ORCHARD RD,-77.2522311315867,26883.270996763,19627677.3766472,39.1160027017639
160,182,1,181,0,83578083.5975,42271.1996275,91,8,14,4,5, 5,05-16,05016,05,16,42271.1982892,133,ELEMENTARY SCHOOLS,05-16 Stonegate ES,197,1307864.25003934,521840.000132516,05-16,Stonegate ES, 14811 Notley Rd Silver Spring MD 20905,-77.0157475177999,39.0995467662001,SILVER SPRING MD 20905,14811 NOTLEY RD,-77.0157475177999,42271.1982891499,83578083.9068393,39.0995467662001
161,183,1,182,0,381680728.393,117447.265929,90,6,15,1,2, 6,06-09,06009,06,09,117447.264779,94,ELEMENTARY SCHOOLS,06-09 Darnestown ES,53,1231526.49993587,523055.406192154,06-09,Darnestown ES, 15030 Turkey Foot Rd Gaithersburg MD 20878,-77.2847480231999,39.1025388648002,Gaithersburg MD 20878,15030 Turkey Foot Rd,-77.2847480231999,117447.264779097,381680728.689954,39.1025388648002
162,147,1,146,0,29008552.8078,31089.5604609,126,6,19,3,5,13,13-51,13051,13,51,31089.5595283,43,ELEMENTARY SCHOOLS,13-51 Rock Creek Valley ES,152,1283206.75005002,515906.437430665,13-51,Rock Creek Valley ES, 5121 Russett Rd Rockville MD 20853,-77.1026085539999,39.0832114316,Rockville MD 20853,5121 Russett Rd,-77.1026085539999,31089.5595282703,29008552.7621421,39.0832114316
163,148,1,147,0,40723083.9115,35536.0153727,125,6,15,2,2, 6,06-06,06006,06,06,35536.0160154,223,ELEMENTARY SCHOOLS,06-06 Travilah ES,54,1241734.2175124,515754.04232417,06-06,Travilah ES, 13801 Dufief Mill Rd North Potomac MD 20878,-77.2487080493948,39.0825739008171,North Potomac MD 20878,13801 DuFief Mill Rd,-77.2487080493948,35536.0160153277,40723083.9386285,39.0825739008171
164,149,1,148,0,9943645.44759,14799.0148352,124,8,19,4,5,13,13-64,13064,13,64,14799.0144014,207,PRIVATE,13-64 St.Matthew Presbyterian Ch,235,1290045.77791069,519936.732130721,13-64,St. Matthew Presbyterian Church, 4001 Bel Pre Rd Silver Spring MD 20906,-77.0785279188934,39.0942958157627,SILVER SPRING MD 20906,4001 BEL PRE RD,-77.0785279188934,14799.0144014091,9943645.64621669,39.0942958157627
165,150,1,149,0,9639527.83224,15032.1394983,123,6,15,3,2, 4,04-35,04035,04,35,15032.1392318,170,PRIVATE,04-35 Shady Grove Conf Ctr,188,1255284.79016979,520078.182880566,04-35,Shady Grove Conference Center, 9630 Gudelsky Dr Rockville MD 20850,-77.2010055211856,39.0945380637866,ROCKVILLE MD 20850,9630 GUDELSKY DR,-77.2010055211856,15032.1392317333,9639527.98859934,39.0945380637866
166,152,1,151,0,17609063.1008,18877.6309732,121,8,19,4,4,13,13-49,13049,13,49,18877.6308885,205,PRIVATE,13-Mid-County Comm Rec Ctr,234,1300109.30058639,517240.303643435,13-49,Mid-County Community Rec Center, 2004 Queensguard Rd Silver Spring MD 20906,-77.0430656529203,39.0869107857538,SILVER SPRING MD 20906,2004 QUEENSGUARD RD,-77.0430656529203,18877.6308884927,17609062.8070186,39.0869107857538
167,153,1,152,0,9817427.06491,15988.8617367,120,8,15,3,2, 6,06-14,06014,06,14,15988.8617847,230,ELEMENTARY SCHOOLS,06-14 Stone Mill ES,57,1251463.37496571,519030.531181008,06-14,Stone Mill Elementary School,14323 Stonebridge View Dr North Potomac MD 20878,-77.2144612215,39.0916377183002,North Potomac MD 20878,14323 Stonebridge View Dr,-77.2144612215,15988.8617847345,9817426.96440507,39.0916377183002
168,154,1,153,0,15111015.4926,20540.8355934,119,6,15,3,2, 6,06-08,06008,06,08,20540.8356779,98,ELEMENTARY SCHOOLS,06-08 Nancy H Dacek N Potomac Ctr,200,1246326.09397823,515946.320065305,06-08,Nancy H.Dacek N. Potomac Community Rec Center, 13850 Travilah Rd Rockville MD 20850,-77.2325334882466,39.0831350578572,ROCKVILLE MD 20850,13850 TRAVILAH RD,-77.2325334882466,20540.8356779112,15111015.6134472,39.0831350578572
169,155,1,154,0,19691296.7591,20489.7268339,118,6,19,3,5,13,13-52,13052,13,52,20489.7271816,42,MIDDLE SCHOOLS,13-52 Earle B. Wood MS,229,1281814.24987702,519580.593722418,13-52,Earle B. Wood MS, 14615 Bauer Dr Rockville MD 20853,-77.1075293635999,39.093294956,ROCKVILLE MD 20853,14615 BAUER DR,-77.1075293635999,20489.7271816064,19691296.6724508,39.093294956
170,156,1,155,0,35209100.1718,33868.676931,117,8,17,3,2, 4,04-03,04003,04,03,33868.677223,154,CENTER,04-03 Carver Educational Services Center,170,1267477.73041157,520276.303048968,04-03,Carver Educational Services Center, 850 Hungerford Dr Rockville MD 20850,-77.1580460753505,39.0951478655948,ROCKVILLE MD 20850,850 HUNGERFORD DR,-77.1580460753505,33868.6772229486,35209100.0789506,39.0951478655948
171,159,1,158,0,11444403.7789,19273.9885849,111,8,19,3,5,13,13-71,13071,13,71,24568.6331217,210,PRIVATE,13-71 Inter-Faith Chapel,264,1291435.69356291,521130.892941445,13-71,Inter-Faith Chapel, 3680 S Leisure World Blvd Silver Spring MD 20906,-77.073634089447,39.0975777316491,SILVER SPRING MD 20906,3680 N LEISURE WORLD BLVD,-77.073634089447,24568.6331216299,7772219.87136207,39.0975777316491
172,160,1,159,0,66679066.8401,42792.9350712,113,8,17,3,5, 4,04-01,04001,04,01,42792.9351274,33,HIGH SCHOOLS,04-01 Rockville HS,12,1278660.14992799,517224.280056432,04-01,Rockville HS,2100 Baltimore Rd Rockville MD 20851,-77.1186315558683,39.0868146338315,Rockville MD 20851,2100 Baltimore Rd,-77.1186315558683,42792.9351273048,66679066.5782058,39.0868146338315
173,161,1,160,0,26790005.4268,26561.9340419,112,6,15,2,2, 6,06-04,06004,06,04,26561.934571,99,ELEMENTARY SCHOOLS,06-04 Dufief ES,50,1244924.74988662,522760.249821052,06-04,Dufief ES, 15001 Dufief Dr Gaithersburg MD 20878,-77.2375326481999,39.1018337081,Gaithersburg MD 20878,15001 Dufief Dr,-77.2375326481999,26561.9345709879,26790005.2955148,39.1018337081
174,162,1,161,0,11444403.7789,19273.9885849,111,8,19,3,5,13,13-54,13054,13,54,19273.9886014,206,PRIVATE,13-54 Leisure World Clubhouse I,260,1291495.83515625,522475.948794916,13-54,Leisure World Clubhouse I, 3700 Rossmoor Blvd Silver Spring MD 20906,-77.0734259890446,39.1012709004924,SILVER SPRING MD 20906,3700 ROSSMOOR BLVD,-77.0734259890446,19273.9886013658,11444403.7519586,39.1012709004924
175,163,1,162,0,57201903.0989,35225.5316734,110,8,14,5,5, 5,05-01,05001,05,01,35225.5330032,216,Elementary School,05-01 Dr.Charles Drew ES,38,1315891.00099829,518781.000913888,05-01,Dr. Charles Drew ES, 1200 Swingingdale Dr Silver Spring MD 20905,-76.9874654784641,39.0911482399468,Silver Spring MD 20905,1200 Swingingdale Dr,-76.9874654784641,35225.5330031625,57201903.1341726,39.0911482399468
176,164,1,163,0,24194835.8319,24397.6737916,109,6,19,3,5,13,13-46,13046,13,46,24397.6744681,3,ELEMENTARY SCHOOLS,13-46 English Manor School,149,1286506.99885251,519046.999887601,13-46,English Manor School,4511 Bestor Dr Rockville MD 20853,-77.090993312036,39.0918439086335,Rockville MD 20853,4511 Bestor Dr,-77.090993312036,24397.6744680794,24194835.8244086,39.0918439086335
177,209,1,208,0,16632901.7633,25850.4849294,64,6,17,3,1, 9,09-20,09020,09,20,25850.4857404,85,MIDDLE SCHOOLS,09-20 Gaithersburg MS,96,1259134.12497638,537999.187600434,09-20,Gaithersburg MS, 2 Teachers Way Gaithersburg MD 20877,-77.1875725096,39.1437648079002,Gaithersburg MD 20877,2 Teachers Way,-77.1875725096,25850.4857402732,16632901.747829,39.1437648079002
178,211,1,210,0,17697526.7379,30077.714565,62,6,17,3,1, 9,09-01,09001,09,01,30077.7155977,89,ELEMENTARY SCHOOLS,09-01 Gaithersburg ES,246,1257863.75003783,537931.437381193,09-01,Gaithersburg ES, 35 N Summit Ave Gaithersburg MD 20877,-77.1920511473998,39.1435715404,GAITHERSBURG MD 20877,35 S SUMMIT AVE,-77.1920511473998,30077.715597614,17697526.9153827,39.1435715404
179,212,1,211,0,32212229.6854,26397.9995521,61,3,14,4,5, 8,08-01,08001,08,01,26397.9992595,231,ELEMENTARY SCHOOLS,08-01 Olney ES,210,1292948.25565504,539888.952626184,08-01,Olney Elementary School,3401 Queen Mary Dr Olney MD 20832,-77.06835397807,39.1490834935606,Olney MD 20832,3401 Queen Mary Dr,-77.06835397807,26397.9992595924,32212229.0231875,39.1490834935606
180,213,1,212,0,35261458.5824,26746.620867,60,6,17,3,2, 9,09-24,09024,09,24,26746.6209461,191,PRIVATE,09-24 St.Rose of Lima,215,1243756.67824291,540250.069076732,09-24,St. Rose of Lima Parish, 11701 Clopper Rd Gaithersburg MD 20878,-77.2418119005163,39.1498455315274,GAITHERSBURG MD 20878,11701 CLOPPER RD,-77.2418119005163,26746.6209460116,35261458.7696239,39.1498455315274
181,214,1,213,0,67747891.3811,44281.5744819,59,6,39,2,2, 6,06-07,06007,06,07,44281.575287,74,ELEMENTARY SCHOOLS,06-07 Spark M Matsunaga ES,51,1229317.50002027,540606.124920115,06-07,Spark M Matsunaga ES, 13902 Bromfield Rd Germantown MD 20874,-77.2927303852,39.1507070468002,Germantown MD 20874,13902 Bromfield Road,-77.2927303852,44281.575287035,67747890.9181082,39.1507070468002
182,215,1,214,0,15798209.2212,18383.0601037,58,3,14,4,5, 8,08-11,08011,08,11,18383.0599233,26,ELEMENTARY SCHOOLS,08-11 Brooke Grove ES,82,1297992.74993907,542712.125048026,08-11,Brooke Grove ES, 2700 Spartan Rd Olney MD 20832,-77.0505720392999,39.1568438213001,Olney MD 20832,2700 Spartan Rd,-77.0505720392999,18383.0599233324,15798209.2943548,39.1568438213001
183,216,1,215,0,1293324677.49,169268.806006,57,6,15,1,1, 3,03-02,03002,03,02,169268.803779,29,MIDDLE SCHOOLS,03-02 John Poole Middle School,11,1195781.12494749,531756.125006542,03-02,John Poole Middle School, 17014 Tom Fox Ave Poolesville MD 20837,-77.410844519,39.1260537267001,Poolesville MD 20837,17014 Tom Fox Ave,-77.410844519,169268.803779138,1293324677.47902,39.1260537267001
184,218,1,217,0,13875927.0807,21891.824014,55,6,39,2,1, 9,09-07,09007,09,07,21891.8251422,90,ELEMENTARY SCHOOLS,09-07 South Lake ES,91,1256474.49991435,542394.187580422,09-07,South Lake ES, 18201 Contour Rd Gaithersburg MD 20877,-77.1969833618999,39.1558163309,Gaithersburg MD 20877,18201 Contour Rd,-77.1969833618999,21891.8251422425,13875927.0670597,39.1558163309
185,180,1,179,0,20954971.9529,26392.4097952,93,6,17,3,2, 9,09-06,09006,09,06,26392.4093367,92,ELEMENTARY SCHOOLS,09-06 Fields Road ES,247,1251265.62496565,528922.187579229,09-06,Fields Road ES, One School Dr Gaithersburg MD 20878,-77.2152401168,39.118795239,GAITHERSBURG MD 20878,1 SCHOOL DR,-77.2152401168,26392.409336727,20954972.1332175,39.118795239
186,181,1,180,0,27123361.087,29912.1955532,92,6,19,3,2, 4,04-19,04019,04,19,29912.1964807,215,ELEMENTARY SCHOOL,04-19 Candlewood ES,23,1270692.69166063,532522.508349329,04-19,Candlewood ES, 7210 Osprey Dr Rockville MD 20855,-77.146787750205,39.1287861060197,Rockville MD 20855,7210 Osprey Dr,-77.146787750205,29912.1964806782,27123361.2017381,39.1287861060197
187,184,1,183,0,18783110.7636,23284.2338982,89,6,17,3,2, 9,09-27,09027,09,27,23284.2336438,91,ELEMENTARY SCHOOLS,09-27 Rachel Carson ES,168,1242242.87497094,528319.312452808,09-27,Rachel Carson ES, 100 Tschiffely Square Rd Gaithersburg MD 20878,-77.2470359348,39.1170772504001,Gaithersburg MD 20878,100 Tschiffely Square Rd,-77.2470359348,23284.2336437685,18783110.7958548,39.1170772504001
188,185,1,184,0,123206847.388,53615.6689881,88,3,14,5,5, 5,05-15,05015,05,15,53615.6692475,1,ELEMENTARY SCHOOLS,05-15 Cloverly ES,195,1313966.88881448,524795.082551494,05-15,Cloverly Elementary School,800 Briggs Chaney Rd Silver Spring MD 20905,-76.9942432536824,39.1076612628035,Silver Spring MD 20905,800 Briggs Chaney Rd,-76.9942432536824,53615.6692474743,123206847.264773,39.1076612628035
189,186,1,185,0,20031535.793,26567.1130226,87,6,19,3,2, 9,09-10,09010,09,10,26567.1136463,82,ELEMENTARY SCHOOLS,09-10 Washington Grove ES,93,1261914.75010483,533886.687530756,09-10,Washington Grove ES, 8712 Oakmont St Gaithersburg MD 20877,-77.1777402319,39.1324887754001,Gaithersburg MD 20877,8712 Oakmont St,-77.1777402319,26567.1136463647,20031535.9070774,39.1324887754001
190,187,1,186,0,24962245.6307,25041.7478972,86,6,17,3,2, 9,09-13,09013,09,13,25041.7492521,97,ELEMENTARY SCHOOLS,09-13 Diamond ES,94,1244563.75001755,535099.062566757,09-13,Diamond ES, 4 Marquis Dr Gaithersburg MD 20878,-77.2389185171999,39.1357087649,Gaithersburg MD 20878,4 Marquis Dr,-77.2389185171999,25041.7492520501,24962245.7919926,39.1357087649
191,188,1,187,0,55374823.0443,41125.1958311,85,6,17,3,2, 9,09-02,09002,09,02,41125.1961924,86,HIGH SCHOOLS,09-02 Gaithersburg HS,88,1256885.12497407,534753.125019073,09-02,Gaithersburg HS, 101 Education Blvd Gaithersburg MD 20877,-77.1954776182999,39.1348394458001,Gaithersburg MD 20877,101 Education Blv,-77.1954776182999,41125.196192447,55374822.4289219,39.1348394458001
192,191,1,190,0,126149121.614,67528.6531306,82,6,19,3,5, 4,04-34,04034,04,34,67528.6537979,169,PRIVATE,04-34 Shady Grove Presbyterian,187,1270956.83282515,534288.788605615,04-34,Shady Grove Presbyterian Church, 16911 Redland Rd Derwood MD 20855,-77.1458665745339,39.1336367914695,DERWOOD MD 20855,16911 REDLAND RD,-77.1458665745339,67528.6537978269,126149121.73613,39.1336367914695
193,192,1,191,0,214906193.069,92275.6497597,81,3,14,5,5, 5,05-18,05018,05,18,92275.6494579,59,ELEMENTARY SCHOOLS,05-18 Burtonsville ES,194,1330375.25012717,526153.437482029,05-18,Burtonsville ES, 15516 Old Columbia Pike Burtonsville MD 20866,-76.9364158921001,39.1113736951,BURTONSVILLE MD 20866,15516 OLD COLUMBIA PIKE,-76.9364158921001,92275.6494578904,214906192.61499,39.1113736951
194,193,1,192,0,191103235.704,65661.8061233,80,6,15,2,2, 6,06-01,06001,06,01,65661.8063146,93,ELEMENTARY SCHOOLS,06-01 Jones Lane ES,190,1236941.47235163,523338.496472269,06-01,Jones Lane ES, 15110 Jones Ln Gaithersburg MD 20878,-77.2656696975528,39.1033609455114,GAITHERSBURG MD 20878,15110 JONES LN,-77.2656696975528,65661.8063146731,191103235.421535,39.1033609455114
